,Disease,Symptom
12797,hepatitis A, abdominal_pain
12798,hepatitis A, diarrhoea
12799,hepatitis A, mild_fever
12800,hepatitis A, yellowing_of_eyes
12801,hepatitis A, muscle_pain
12802,hepatitis A, joint_pain
12803,hepatitis A, vomiting
12804,hepatitis A, yellowish_skin
12805,hepatitis A, nausea
12806,hepatitis A, loss_of_appetite
12807,hepatitis A, abdominal_pain
12808,hepatitis A, diarrhoea
12809,hepatitis A, mild_fever
12810,hepatitis A, yellowing_of_eyes
12811,hepatitis A, muscle_pain
12812,hepatitis A, joint_pain
12813,hepatitis A, vomiting
12814,hepatitis A, yellowish_skin
12815,hepatitis A, dark_urine
12816,hepatitis A, loss_of_appetite
12817,hepatitis A, abdominal_pain
12818,hepatitis A, diarrhoea
12819,hepatitis A, mild_fever
12820,hepatitis A, yellowing_of_eyes
12821,hepatitis A, muscle_pain
12822,hepatitis A, joint_pain
12823,hepatitis A, vomiting
12824,hepatitis A, yellowish_skin
12825,hepatitis A, dark_urine
12826,hepatitis A, nausea
12827,hepatitis A, abdominal_pain
12828,hepatitis A, diarrhoea
12829,hepatitis A, mild_fever
12830,hepatitis A, yellowing_of_eyes
12831,hepatitis A, muscle_pain
12832,hepatitis A, joint_pain
12833,hepatitis A, vomiting
12834,hepatitis A, yellowish_skin
12835,hepatitis A, dark_urine
12836,hepatitis A, nausea
12837,hepatitis A, loss_of_appetite
12838,hepatitis A, diarrhoea
12839,hepatitis A, mild_fever
12840,hepatitis A, yellowing_of_eyes
12841,hepatitis A, muscle_pain
12842,hepatitis A, joint_pain
12843,hepatitis A, vomiting
12844,hepatitis A, yellowish_skin
12845,hepatitis A, dark_urine
12846,hepatitis A, nausea
12847,hepatitis A, loss_of_appetite
12848,hepatitis A, abdominal_pain
12849,hepatitis A, mild_fever
12850,hepatitis A, yellowing_of_eyes
12851,hepatitis A, muscle_pain
12852,Hepatitis B,itching
12853,Hepatitis B, fatigue
12854,Hepatitis B, lethargy
12855,Hepatitis B, yellowish_skin
12856,Hepatitis B, dark_urine
12857,Hepatitis B, loss_of_appetite
12858,Hepatitis B, abdominal_pain
12859,Hepatitis B, yellow_urine
12860,Hepatitis B, yellowing_of_eyes
12861,Hepatitis B, malaise
12862,Hepatitis B, receiving_blood_transfusion
12863,Hepatitis B, receiving_unsterile_injections
12864,Hepatitis B,itching
12865,Hepatitis B, fatigue
12866,Hepatitis B, lethargy
12867,Hepatitis B, yellowish_skin
12868,Hepatitis B, dark_urine
12869,Hepatitis B, loss_of_appetite
12870,Hepatitis B, abdominal_pain
12871,Hepatitis B, yellow_urine
12872,Hepatitis B, yellowing_of_eyes
12873,Hepatitis B, malaise
12874,Hepatitis B, receiving_blood_transfusion
12875,Hepatitis B, receiving_unsterile_injections
12876,Hepatitis B, fatigue
12877,Hepatitis B, lethargy
12878,Hepatitis B, yellowish_skin
12879,Hepatitis B, dark_urine
12880,Hepatitis B, loss_of_appetite
12881,Hepatitis B, abdominal_pain
12882,Hepatitis B, yellow_urine
12883,Hepatitis B, yellowing_of_eyes
12884,Hepatitis B, malaise
12885,Hepatitis B, receiving_blood_transfusion
12886,Hepatitis B, receiving_unsterile_injections
12887,Hepatitis B,itching
12888,Hepatitis B, lethargy
12889,Hepatitis B, yellowish_skin
12890,Hepatitis B, dark_urine
12891,Hepatitis B, loss_of_appetite
12892,Hepatitis B, abdominal_pain
12893,Hepatitis B, yellow_urine
12894,Hepatitis B, yellowing_of_eyes
12895,Hepatitis B, malaise
12896,Hepatitis B, receiving_blood_transfusion
12897,Hepatitis B, receiving_unsterile_injections
12898,Hepatitis B,itching
12899,Hepatitis B, fatigue
12900,Hepatitis B, yellowish_skin
12901,Hepatitis B, dark_urine
12902,Hepatitis B, loss_of_appetite
12903,Hepatitis B, abdominal_pain
12904,Hepatitis B, yellow_urine
12905,Hepatitis B, yellowing_of_eyes
12906,Hepatitis B, malaise
12907,Hepatitis B, receiving_blood_transfusion
12908,Hepatitis B, receiving_unsterile_injections
12909,Hepatitis B,itching
12910,Hepatitis B, fatigue
12911,Hepatitis B, lethargy
12912,Hepatitis B, dark_urine
12913,Hepatitis B, loss_of_appetite
12914,Hepatitis B, abdominal_pain
12915,Hepatitis B, yellow_urine
12916,Hepatitis B, yellowing_of_eyes
12917,Hepatitis B, malaise
12918,Hepatitis B, receiving_blood_transfusion
12919,Hepatitis B, receiving_unsterile_injections
12920,Hepatitis B,itching
12921,Hepatitis B, fatigue
12922,Hepatitis B, lethargy
12923,Hepatitis B, yellowish_skin
12924,Hepatitis B, loss_of_appetite
12925,Hepatitis B, abdominal_pain
12926,Hepatitis B, yellow_urine
12927,Hepatitis B, yellowing_of_eyes
12928,Hepatitis B, malaise
12929,Hepatitis B, receiving_blood_transfusion
12930,Hepatitis B, receiving_unsterile_injections
12931,Hepatitis B,itching
12932,Hepatitis B, fatigue
12933,Hepatitis B, lethargy
12934,Hepatitis B, yellowish_skin
12935,Hepatitis B, dark_urine
12936,Hepatitis B, abdominal_pain
12937,Hepatitis B, yellow_urine
12938,Hepatitis B, yellowing_of_eyes
12939,Hepatitis B, malaise
12940,Hepatitis B, receiving_blood_transfusion
12941,Hepatitis B, receiving_unsterile_injections
12942,Hepatitis B,itching
12943,Hepatitis B, fatigue
12944,Hepatitis B, lethargy
12945,Hepatitis B, yellowish_skin
12946,Hepatitis B, dark_urine
12947,Hepatitis B, loss_of_appetite
12948,Hepatitis B, yellow_urine
12949,Hepatitis B, yellowing_of_eyes
12950,Hepatitis B, malaise
12951,Hepatitis B, receiving_blood_transfusion
12952,Hepatitis B, receiving_unsterile_injections
12953,Hepatitis B,itching
12954,Hepatitis B, fatigue
12955,Hepatitis B, lethargy
12956,Hepatitis B, yellowish_skin
12957,Hepatitis B, dark_urine
12958,Hepatitis B, loss_of_appetite
12959,Hepatitis B, abdominal_pain
12960,Hepatitis B, yellowing_of_eyes
12961,Hepatitis B, malaise
12962,Hepatitis B, receiving_blood_transfusion
12963,Hepatitis B, receiving_unsterile_injections
12964,Hepatitis C, fatigue
12965,Hepatitis C, yellowish_skin
12966,Hepatitis C, nausea
12967,Hepatitis C, loss_of_appetite
12968,Hepatitis C, family_history
12969,Hepatitis C, fatigue
12970,Hepatitis C, yellowish_skin
12971,Hepatitis C, nausea
12972,Hepatitis C, loss_of_appetite
12973,Hepatitis C, yellowing_of_eyes
12974,Hepatitis C, family_history
12975,Hepatitis C, yellowish_skin
12976,Hepatitis C, nausea
12977,Hepatitis C, loss_of_appetite
12978,Hepatitis C, yellowing_of_eyes
12979,Hepatitis C, family_history
12980,Hepatitis C, fatigue
12981,Hepatitis C, nausea
12982,Hepatitis C, loss_of_appetite
12983,Hepatitis C, yellowing_of_eyes
12984,Hepatitis C, family_history
12985,Hepatitis C, fatigue
12986,Hepatitis C, yellowish_skin
12987,Hepatitis C, loss_of_appetite
12988,Hepatitis C, yellowing_of_eyes
12989,Hepatitis C, family_history
12990,Hepatitis C, fatigue
12991,Hepatitis C, yellowish_skin
12992,Hepatitis C, nausea
12993,Hepatitis C, yellowing_of_eyes
12994,Hepatitis C, family_history
12995,Hepatitis C, fatigue
12996,Hepatitis C, yellowish_skin
12997,Hepatitis C, nausea
12998,Hepatitis C, loss_of_appetite
12999,Hepatitis C, family_history
13000,Hepatitis C, fatigue
13001,Hepatitis C, yellowish_skin
13002,Hepatitis C, nausea
13003,Hepatitis C, loss_of_appetite
13004,Hepatitis C, yellowing_of_eyes
13005,Hepatitis C, fatigue
13006,Hepatitis C, yellowish_skin
13007,Hepatitis C, nausea
13008,Hepatitis C, loss_of_appetite
13009,Hepatitis C, yellowing_of_eyes
13010,Hepatitis C, family_history
13011,Hepatitis C, fatigue
13012,Hepatitis C, yellowish_skin
13013,Hepatitis C, nausea
13014,Hepatitis C, loss_of_appetite
13015,Hepatitis C, yellowing_of_eyes
13016,Hepatitis C, family_history
13017,Hepatitis D, joint_pain
13018,Hepatitis D, vomiting
13019,Hepatitis D, fatigue
13020,Hepatitis D, yellowish_skin
13021,Hepatitis D, dark_urine
13022,Hepatitis D, nausea
13023,Hepatitis D, loss_of_appetite
13024,Hepatitis D, abdominal_pain
13025,Hepatitis D, yellowing_of_eyes
13026,Hepatitis D, vomiting
13027,Hepatitis D, fatigue
13028,Hepatitis D, yellowish_skin
13029,Hepatitis D, dark_urine
13030,Hepatitis D, nausea
13031,Hepatitis D, loss_of_appetite
13032,Hepatitis D, abdominal_pain
13033,Hepatitis D, yellowing_of_eyes
13034,Hepatitis D, joint_pain
13035,Hepatitis D, fatigue
13036,Hepatitis D, yellowish_skin
13037,Hepatitis D, dark_urine
13038,Hepatitis D, nausea
13039,Hepatitis D, loss_of_appetite
13040,Hepatitis D, abdominal_pain
13041,Hepatitis D, yellowing_of_eyes
13042,Hepatitis D, joint_pain
13043,Hepatitis D, vomiting
13044,Hepatitis D, yellowish_skin
13045,Hepatitis D, dark_urine
13046,Hepatitis D, nausea
13047,Hepatitis D, loss_of_appetite
13048,Hepatitis D, abdominal_pain
13049,Hepatitis D, yellowing_of_eyes
13050,Hepatitis D, joint_pain
13051,Hepatitis D, vomiting
13052,Hepatitis D, fatigue
13053,Hepatitis D, dark_urine
13054,Hepatitis D, nausea
13055,Hepatitis D, loss_of_appetite
13056,Hepatitis D, abdominal_pain
13057,Hepatitis D, yellowing_of_eyes
13058,Hepatitis D, joint_pain
13059,Hepatitis D, vomiting
13060,Hepatitis D, fatigue
13061,Hepatitis D, yellowish_skin
13062,Hepatitis D, nausea
13063,Hepatitis D, loss_of_appetite
13064,Hepatitis D, abdominal_pain
13065,Hepatitis D, yellowing_of_eyes
13066,Hepatitis D, joint_pain
13067,Hepatitis D, vomiting
13068,Hepatitis D, fatigue
13069,Hepatitis D, yellowish_skin
13070,Hepatitis D, dark_urine
13071,Hepatitis D, loss_of_appetite
13072,Hepatitis D, abdominal_pain
13073,Hepatitis D, yellowing_of_eyes
13074,Hepatitis D, joint_pain
13075,Hepatitis D, vomiting
13076,Hepatitis D, fatigue
13077,Hepatitis D, yellowish_skin
13078,Hepatitis D, dark_urine
13079,Hepatitis D, nausea
13080,Hepatitis D, abdominal_pain
13081,Hepatitis D, yellowing_of_eyes
13082,Hepatitis D, joint_pain
13083,Hepatitis D, vomiting
13084,Hepatitis D, fatigue
13085,Hepatitis D, yellowish_skin
13086,Hepatitis D, dark_urine
13087,Hepatitis D, nausea
13088,Hepatitis D, loss_of_appetite
13089,Hepatitis D, yellowing_of_eyes
13090,Hepatitis D, joint_pain
13091,Hepatitis D, vomiting
13092,Hepatitis D, fatigue
13093,Hepatitis D, yellowish_skin
13094,Hepatitis D, dark_urine
13095,Hepatitis D, nausea
13096,Hepatitis D, loss_of_appetite
13097,Hepatitis D, abdominal_pain
13098,Hepatitis E, joint_pain
13099,Hepatitis E, vomiting
13100,Hepatitis E, fatigue
13101,Hepatitis E, high_fever
13102,Hepatitis E, yellowish_skin
13103,Hepatitis E, dark_urine
13104,Hepatitis E, nausea
13105,Hepatitis E, loss_of_appetite
13106,Hepatitis E, abdominal_pain
13107,Hepatitis E, yellowing_of_eyes
13108,Hepatitis E, coma
13109,Hepatitis E, stomach_bleeding
13110,Hepatitis E, joint_pain
13111,Hepatitis E, vomiting
13112,Hepatitis E, fatigue
13113,Hepatitis E, high_fever
13114,Hepatitis E, yellowish_skin
13115,Hepatitis E, dark_urine
13116,Hepatitis E, nausea
13117,Hepatitis E, loss_of_appetite
13118,Hepatitis E, abdominal_pain
13119,Hepatitis E, yellowing_of_eyes
13120,Hepatitis E, acute_liver_failure
13121,Hepatitis E, coma
13122,Hepatitis E, stomach_bleeding
13123,Hepatitis E, joint_pain
13124,Hepatitis E, vomiting
13125,Hepatitis E, fatigue
13126,Hepatitis E, high_fever
13127,Hepatitis E, yellowish_skin
13128,Hepatitis E, dark_urine
13129,Hepatitis E, nausea
13130,Hepatitis E, loss_of_appetite
13131,Hepatitis E, abdominal_pain
13132,Hepatitis E, yellowing_of_eyes
13133,Hepatitis E, acute_liver_failure
13134,Hepatitis E, coma
13135,Hepatitis E, stomach_bleeding
13136,Hepatitis E, vomiting
13137,Hepatitis E, fatigue
13138,Hepatitis E, high_fever
13139,Hepatitis E, yellowish_skin
13140,Hepatitis E, dark_urine
13141,Hepatitis E, nausea
13142,Hepatitis E, loss_of_appetite
13143,Hepatitis E, abdominal_pain
13144,Hepatitis E, yellowing_of_eyes
13145,Hepatitis E, acute_liver_failure
13146,Hepatitis E, coma
13147,Hepatitis E, stomach_bleeding
13148,Hepatitis E, joint_pain
13149,Hepatitis E, fatigue
13150,Hepatitis E, high_fever
13151,Hepatitis E, yellowish_skin
13152,Hepatitis E, dark_urine
13153,Hepatitis E, nausea
13154,Hepatitis E, loss_of_appetite
13155,Hepatitis E, abdominal_pain
13156,Hepatitis E, yellowing_of_eyes
13157,Hepatitis E, acute_liver_failure
13158,Hepatitis E, coma
13159,Hepatitis E, stomach_bleeding
13160,Hepatitis E, joint_pain
13161,Hepatitis E, vomiting
13162,Hepatitis E, high_fever
13163,Hepatitis E, yellowish_skin
13164,Hepatitis E, dark_urine
13165,Hepatitis E, nausea
13166,Hepatitis E, loss_of_appetite
13167,Hepatitis E, abdominal_pain
13168,Hepatitis E, yellowing_of_eyes
13169,Hepatitis E, acute_liver_failure
13170,Hepatitis E, coma
13171,Hepatitis E, stomach_bleeding
13172,Hepatitis E, joint_pain
13173,Hepatitis E, vomiting
13174,Hepatitis E, fatigue
13175,Hepatitis E, yellowish_skin
13176,Hepatitis E, dark_urine
13177,Hepatitis E, nausea
13178,Hepatitis E, loss_of_appetite
13179,Hepatitis E, abdominal_pain
13180,Hepatitis E, yellowing_of_eyes
13181,Hepatitis E, acute_liver_failure
13182,Hepatitis E, coma
13183,Hepatitis E, stomach_bleeding
13184,Hepatitis E, joint_pain
13185,Hepatitis E, vomiting
13186,Hepatitis E, fatigue
13187,Hepatitis E, high_fever
13188,Hepatitis E, dark_urine
13189,Hepatitis E, nausea
13190,Hepatitis E, loss_of_appetite
13191,Hepatitis E, abdominal_pain
13192,Hepatitis E, yellowing_of_eyes
13193,Hepatitis E, acute_liver_failure
13194,Hepatitis E, coma
13195,Hepatitis E, stomach_bleeding
13196,Hepatitis E, joint_pain
13197,Hepatitis E, vomiting
13198,Hepatitis E, fatigue
13199,Hepatitis E, high_fever
13200,Hepatitis E, yellowish_skin
13201,Hepatitis E, nausea
13202,Hepatitis E, loss_of_appetite
13203,Hepatitis E, abdominal_pain
13204,Hepatitis E, yellowing_of_eyes
13205,Hepatitis E, acute_liver_failure
13206,Hepatitis E, coma
13207,Hepatitis E, stomach_bleeding
13208,Hepatitis E, joint_pain
13209,Hepatitis E, vomiting
13210,Hepatitis E, fatigue
13211,Hepatitis E, high_fever
13212,Hepatitis E, yellowish_skin
13213,Hepatitis E, dark_urine
13214,Hepatitis E, loss_of_appetite
13215,Hepatitis E, abdominal_pain
13216,Hepatitis E, yellowing_of_eyes
13217,Hepatitis E, acute_liver_failure
13218,Hepatitis E, coma
13219,Hepatitis E, stomach_bleeding
13220,Alcoholic hepatitis, vomiting
13221,Alcoholic hepatitis, yellowish_skin
13222,Alcoholic hepatitis, abdominal_pain
13223,Alcoholic hepatitis, swelling_of_stomach
13224,Alcoholic hepatitis, distention_of_abdomen
13225,Alcoholic hepatitis, history_of_alcohol_consumption
13226,Alcoholic hepatitis, fluid_overload
13227,Alcoholic hepatitis, vomiting
13228,Alcoholic hepatitis, yellowish_skin
13229,Alcoholic hepatitis, abdominal_pain
13230,Alcoholic hepatitis, swelling_of_stomach
13231,Alcoholic hepatitis, distention_of_abdomen
13232,Alcoholic hepatitis, history_of_alcohol_consumption
13233,Alcoholic hepatitis, fluid_overload
13234,Alcoholic hepatitis, yellowish_skin
13235,Alcoholic hepatitis, abdominal_pain
13236,Alcoholic hepatitis, swelling_of_stomach
13237,Alcoholic hepatitis, distention_of_abdomen
13238,Alcoholic hepatitis, history_of_alcohol_consumption
13239,Alcoholic hepatitis, fluid_overload
13240,Alcoholic hepatitis, vomiting
13241,Alcoholic hepatitis, abdominal_pain
13242,Alcoholic hepatitis, swelling_of_stomach
13243,Alcoholic hepatitis, distention_of_abdomen
13244,Alcoholic hepatitis, history_of_alcohol_consumption
13245,Alcoholic hepatitis, fluid_overload
13246,Alcoholic hepatitis, vomiting
13247,Alcoholic hepatitis, yellowish_skin
13248,Alcoholic hepatitis, swelling_of_stomach
13249,Alcoholic hepatitis, distention_of_abdomen
13250,Alcoholic hepatitis, history_of_alcohol_consumption
13251,Alcoholic hepatitis, fluid_overload
13252,Alcoholic hepatitis, vomiting
13253,Alcoholic hepatitis, yellowish_skin
13254,Alcoholic hepatitis, abdominal_pain
13255,Alcoholic hepatitis, distention_of_abdomen
13256,Alcoholic hepatitis, history_of_alcohol_consumption
13257,Alcoholic hepatitis, fluid_overload
13258,Alcoholic hepatitis, vomiting
13259,Alcoholic hepatitis, yellowish_skin
13260,Alcoholic hepatitis, abdominal_pain
13261,Alcoholic hepatitis, swelling_of_stomach
13262,Alcoholic hepatitis, history_of_alcohol_consumption
13263,Alcoholic hepatitis, fluid_overload
13264,Alcoholic hepatitis, vomiting
13265,Alcoholic hepatitis, yellowish_skin
13266,Alcoholic hepatitis, abdominal_pain
13267,Alcoholic hepatitis, swelling_of_stomach
13268,Alcoholic hepatitis, distention_of_abdomen
13269,Alcoholic hepatitis, fluid_overload
13270,Alcoholic hepatitis, vomiting
13271,Alcoholic hepatitis, yellowish_skin
13272,Alcoholic hepatitis, abdominal_pain
13273,Alcoholic hepatitis, swelling_of_stomach
13274,Alcoholic hepatitis, distention_of_abdomen
13275,Alcoholic hepatitis, history_of_alcohol_consumption
13276,Alcoholic hepatitis, vomiting
13277,Alcoholic hepatitis, yellowish_skin
13278,Alcoholic hepatitis, abdominal_pain
13279,Alcoholic hepatitis, swelling_of_stomach
13280,Alcoholic hepatitis, distention_of_abdomen
13281,Alcoholic hepatitis, history_of_alcohol_consumption
13282,Alcoholic hepatitis, fluid_overload
13283,Tuberculosis, chills
13284,Tuberculosis, vomiting
13285,Tuberculosis, fatigue
13286,Tuberculosis, weight_loss
13287,Tuberculosis, cough
13288,Tuberculosis, high_fever
13289,Tuberculosis, breathlessness
13290,Tuberculosis, sweating
13291,Tuberculosis, loss_of_appetite
13292,Tuberculosis, mild_fever
13293,Tuberculosis, yellowing_of_eyes
13294,Tuberculosis, swelled_lymph_nodes
13295,Tuberculosis, malaise
13296,Tuberculosis, phlegm
13297,Tuberculosis, chest_pain
13298,Tuberculosis, blood_in_sputum
13299,Tuberculosis, chills
13300,Tuberculosis, vomiting
13301,Tuberculosis, fatigue
13302,Tuberculosis, weight_loss
13303,Tuberculosis, cough
13304,Tuberculosis, high_fever
13305,Tuberculosis, breathlessness
13306,Tuberculosis, sweating
13307,Tuberculosis, loss_of_appetite
13308,Tuberculosis, mild_fever
13309,Tuberculosis, yellowing_of_eyes
13310,Tuberculosis, swelled_lymph_nodes
13311,Tuberculosis, malaise
13312,Tuberculosis, phlegm
13313,Tuberculosis, chest_pain
13314,Tuberculosis, blood_in_sputum
13315,Tuberculosis, vomiting
13316,Tuberculosis, fatigue
13317,Tuberculosis, weight_loss
13318,Tuberculosis, cough
13319,Tuberculosis, high_fever
13320,Tuberculosis, breathlessness
13321,Tuberculosis, sweating
13322,Tuberculosis, loss_of_appetite
13323,Tuberculosis, mild_fever
13324,Tuberculosis, yellowing_of_eyes
13325,Tuberculosis, swelled_lymph_nodes
13326,Tuberculosis, malaise
